interaction_id,customer_id,employee_id,branch_id,channel,interaction_type,interaction_at,duration_seconds,notes
INT00011087,CUS0005103,,,Internet Banking,Onboarding,2025-06-03T14:28:00,682,ทดลองเคยซ่อมเบิ่งเลี้ยวเคารพแผนที่ยึด 
INT00011088,CUS0001394,,,LINE OA,Advisory,2025-11-22T13:44:00,1195,เป้าหรือเกมกูเกิลผีก 
INT00011089,CUS0001390,,,Mobile App,Inquiry,2026-04-06T15:34:00,238,หาบกะเพราทวิตเตอร์รถทัวร์ร่มรื่น 
INT00011090,CUS0001291,,,ATM,Transaction,2025-09-04T02:03:00,773,น้องขนมชั้นห้องเรียนอธิษฐานแรกโก๋แก่ครองวิกิพีเดีย 
INT00011091,CUS0009509,,,Internet Banking,Onboarding,2026-02-14T23:26:00,1094,ระเบียงรถบัสเมตตาฤดูกล้า 
INT00011092,CUS0006297,EMP00196,,Call Center,Complaint,2025-08-08T09:02:00,611,โตยหยักยันปากเพดาน 
INT00011093,CUS0006209,,,ATM,Advisory,2025-01-13T02:14:00,626,เยอะวัฒนธรรมสุขภาพประชาธิปไตยจ๋าเศษอาหารศาสตร์พิการแตะคะแนน 
INT00011094,CUS0000138,,,Mobile App,Complaint,2025-02-22T22:45:00,1345,ด้วยทุ่มปิ่นโตหุ้มเมตตาขี้ดิน 
INT00011095,CUS0003419,,,Mobile App,Onboarding,2025-01-03T11:31:00,764,ขุดโกงอาสาหลงข้าวเจ้าหุ้มเย็บหมุน 
INT00011096,CUS0007593,,,Internet Banking,Complaint,2025-04-27T03:27:00,46,อินเทอร์เน็ตหมอกวินโดวส์ลูกชิ้นกรรมการกาม 
INT00011097,CUS0002228,,,Mobile App,Inquiry,2025-11-21T02:43:00,1458,ผีกคลานตู้ตัวอย่างการแข้งลงมือแอนดรอยด์ 
INT00011098,CUS0006313,EMP00465,,Call Center,Advisory,2025-08-05T02:52:00,602,แต่ธนาคารเคยเล่มกะละมังหาบเงาตัวอย่างองค์ถกเถียง 
INT00011099,CUS0008503,,,LINE OA,Advisory,2026-01-19T00:03:00,413,หมดบัดนี้รถทัวร์ผสมหยอกน้าเลี้ยวกะละมัง 
INT00011100,CUS0004138,,,Mobile App,Onboarding,2025-02-16T21:47:00,218,ของหวานเมล็ดคอกหมุนระเบียงลูกตลอดอ่อนหวานตรวจ 
INT00011101,CUS0002384,,,ATM,Onboarding,2025-07-22T08:03:00,999,แกะลืมคาวกิโลเมตรพนมมือหมอก 
INT00011102,CUS0003052,,,LINE OA,Advisory,2025-05-08T18:22:00,566,จัดแต่เนื่องจากทหารฉีดโดยโกงรังแกกะเพรา 
INT00011103,CUS0009200,,,ATM,Advisory,2026-01-20T12:24:00,983,ดำขาดเคิ่งโน่นแอนดรอยด์ทอดวินโดวส์กว้างแต่ถีบผลิต 
INT00011104,CUS0007182,EMP00258,,Call Center,Complaint,2025-05-23T04:57:00,1699,กระจายตำลึงนิ่มผลัด 
INT00011105,CUS0003760,,,ATM,Inquiry,2025-08-21T10:40:00,431,กิ่งไม้เป็นกิโลเมตรตับเคยทดแผนที่ 
INT00011106,CUS0006865,EMP00223,,Call Center,Inquiry,2025-02-08T05:33:00,139,แม่มดเสรีภาพปกครองกระจายลงมือหุ้ม 
INT00011107,CUS0002368,EMP00122,,Call Center,Advisory,2026-01-23T04:48:00,1246,ด้ายซ่อมเบิ่งนักเรียนกะเพราครูศาสตร์ 
INT00011108,CUS0000166,,,ATM,Advisory,2025-10-14T08:10:00,266,เล่มผู้ร้ายยูทูบยูทูบแถบเฟซบุ๊กยีราฟโผล่นุ่นรถโดยสาร 
INT00011109,CUS0001194,EMP00192,,Call Center,Inquiry,2025-11-01T19:10:00,1638,ไข่สีเทารัฐบาลวินโดวส์ไต้เงาทวิตเตอร์วัฒนธรรมพนมมือคมนาคม 
INT00011110,CUS0007300,,,ATM,Onboarding,2025-11-29T00:50:00,250,ผลัดผลัดยีราฟบาดหมัดเสรีนิยมคลานศิษย์ 
INT00011111,CUS0008950,EMP00369,,Call Center,Onboarding,2025-09-30T07:46:00,640,หอยอายุศาสตร์ลูกตา 
INT00011112,CUS0007531,EMP00189,BR0048,Branch,Advisory,2026-03-02T02:17:00,953,จากเกาหลีห่มผ้าพับกีฬาใหม่ระเบียงโต 
INT00011113,CUS0006327,EMP00245,,Call Center,Advisory,2025-01-26T19:50:00,481,เนื่องจากไต้สดแจ่มใสน้าแรงงานสม่ำเสมอไหน 
INT00011114,CUS0002991,,,ATM,Transaction,2025-09-20T11:25:00,1345,ดำล่อดอกไม้ข้าวเจ้าทอดมันยันสม่ำเสมอเคยชะนี 
INT00011115,CUS0003929,,,LINE OA,Complaint,2025-08-18T00:02:00,1085,ซ่อมเบิ่งลูกชิ้นคำสั่งตู่ 
INT00011116,CUS0005304,,,Mobile App,Advisory,2026-01-13T07:39:00,429,กิโลเมตรหน้าที่ทุ่มสมาคมผลสหภาพลงมือ 
INT00011117,CUS0008385,,,Internet Banking,Advisory,2025-08-20T08:40:00,665,ห้องเรียนเพียงสบายกิ่งไม้เชื้อโรคเสรีนิยมคลานธนาคาร 
INT00011118,CUS0004192,,,LINE OA,Onboarding,2025-09-08T22:10:00,1620,กล่องสดชื่นดีกล่าวเชื่อไหนกินวินโดวส์สดรอ 
INT00011119,CUS0006138,,,Mobile App,Advisory,2025-10-24T16:56:00,1213,กีฬาหยักง่วงอินเทอร์เน็ตไหนเจ็บไข้ 
INT00011120,CUS0001635,,,ATM,Complaint,2026-01-04T00:16:00,317,ห้องเรียนคอมมิวนิสต์เริ่มมอบแอนดรอยด์ 
INT00011121,CUS0003221,,,Mobile App,Complaint,2026-01-28T07:05:00,1315,สดจ๋าชะนีหนูเป้าชิงสีเทาไอศกรีมแจ่มใสเดี่ยว 
INT00011122,CUS0001650,,,ATM,Transaction,2025-02-25T02:24:00,1709,ทรัพย์สินยึดเลือกชิงกิ่งไม้ 
INT00011123,CUS0006286,EMP00449,,Call Center,Transaction,2025-05-21T10:48:00,396,อ่อนหวานพนมมือริมความแก้การน้องตรวจสนองมอบ 
INT00011124,CUS0001828,,,Internet Banking,Transaction,2026-02-17T23:51:00,582,ตัวอย่างร้อนธนาคารคนไข้ริมเขยื้อนคมนาคม 
INT00011125,CUS0005112,EMP00001,BR0025,Branch,Complaint,2025-06-10T06:36:00,1178,เย็บเยาวชนทำสวนเมาะมอบและอ่อนหวาน 
INT00011126,CUS0001646,,,Mobile App,Complaint,2025-08-28T04:48:00,1149,เพราะพักผ่อนบัดนี้น้องแรกชาวจาก 
INT00011127,CUS0003704,,,LINE OA,Advisory,2026-03-06T13:35:00,1257,ย่อทอดมันหลงเฟซบุ๊กอธิษฐาน 
INT00011128,CUS0006056,,,Internet Banking,Transaction,2025-05-17T07:45:00,69,คบอวัยวะผลิตแผนที่กลหรือคนไข้ตำลึงถีบเกาหลี 
INT00011129,CUS0001849,,,Internet Banking,Inquiry,2025-09-04T07:31:00,611,สมองทรัพย์สินทวดเจ็บไข้ชาวนาอธิษฐานดีคั่วกรดไหลย้อน 
INT00011130,CUS0007302,,,LINE OA,Transaction,2025-12-16T23:38:00,666,มอบหมอกข้าวหมูแดงคั่วเขยิบห่อข้าววินโดวส์ 
INT00011131,CUS0002940,EMP00156,BR0009,Branch,Transaction,2025-01-06T17:34:00,1307,เกมหอยขี้ไคลหน้าต่างอุปโภคฤดู 
INT00011132,CUS0006220,,,Mobile App,Advisory,2025-08-27T18:55:00,731,บริโภคทหารพนมมือทวิตเตอร์โง่พนมมือดึกจะไปพั่งมิตรเชื้อโรค 
INT00011133,CUS0007724,EMP00215,,Call Center,Transaction,2026-01-17T23:09:00,1293,จัดกับแรงงานจ๋าท้องฟ้าตะแกรงก้างบริษัท 
INT00011134,CUS0009491,,,Internet Banking,Complaint,2025-06-11T10:24:00,1502,น้องกิจกรรมอิสลามสีตับตรวจตำลึงไอศกรีมข้าวเจ้า 
INT00011135,CUS0009982,,,LINE OA,Onboarding,2025-11-11T03:05:00,1303,โผล่เสียบใหม่ตู่ลูกตะแกรงสารวัตรตอก 
INT00011136,CUS0002815,,,Internet Banking,Complaint,2025-09-26T21:21:00,648,กามบันไดน้ำเย็นบาดเศษอาหาร 
INT00011137,CUS0008509,,,LINE OA,Complaint,2025-03-12T19:05:00,568,มลายูแต่งลืมคาวเช้าใบไม้หนุน 
INT00011138,CUS0009978,,,Internet Banking,Onboarding,2025-02-28T19:40:00,1758,เนื่องจากอดผสมเอสซีบีโผล่เคเอฟซีกูเกิล 
INT00011139,CUS0002137,,,Internet Banking,Inquiry,2025-08-31T21:28:00,262,โก๋แก่ง่วงขนมชั้นโก๋แก่ 
INT00011140,CUS0007154,EMP00338,,Call Center,Onboarding,2026-03-19T11:34:00,1770,ปิ่นโตชิงกตัญญูลืมคาวสาธารณรัฐ 
INT00011141,CUS0002679,EMP00111,BR0040,Branch,Onboarding,2025-03-25T23:19:00,938,อายุแข่งขันสม่ำเสมอมิตรเกม 
INT00011142,CUS0005557,EMP00118,BR0033,Branch,Advisory,2025-07-20T14:21:00,1289,โตยธาตุรถทัวร์ห่วงใยแกะเย็นมะเขือเทศ 
INT00011143,CUS0001571,EMP00196,BR0017,Branch,Onboarding,2025-04-30T10:00:00,676,ได้แก่แลกเขยื้อนรังแกทอดมันกล่าว 
INT00011144,CUS0007872,EMP00056,,Call Center,Complaint,2025-09-27T20:11:00,779,ตื่นอินเทอร์เน็ตสีอบอุ่นข้าวเจ้าศิษย์พิพักพิพ่วนกีฬาเอิด 
INT00011145,CUS0002689,,,Internet Banking,Complaint,2025-06-10T19:34:00,1291,มัสยิดเย็บกลางกรดไหลย้อนชิงปิ่นโตวาด 
INT00011146,CUS0000518,,,Mobile App,Inquiry,2025-01-26T10:46:00,706,เข้ารหัสตู่ชะนีแมลงผีกหึงสา 
INT00011147,CUS0005523,,,ATM,Transaction,2026-03-04T15:42:00,1071,ประพฤติไอศกรีมคาวทดลองพ่อ 
INT00011148,CUS0004867,,,LINE OA,Advisory,2025-02-20T00:34:00,757,ไต้หวันมัสยิดศาลากลางแม้เรื่อยสำนักงานข้าวถีบปิ่นโต 
INT00011149,CUS0006879,,,ATM,Complaint,2025-11-09T20:48:00,578,และชนิดตั้งแต่บัดนี้เศษ 
INT00011150,CUS0000395,EMP00267,,Call Center,Transaction,2025-02-04T23:48:00,1178,แมลงกว้างอาหารอายุเคเอฟซีกิ่งไม้สีแดงซี่แกะ 
INT00011151,CUS0001381,EMP00322,,Call Center,Inquiry,2025-03-18T19:35:00,591,เคยขี้ดินลงมือท้องฟ้าหลง 
INT00011152,CUS0004517,EMP00324,BR0030,Branch,Transaction,2025-12-10T04:55:00,1574,เศรษฐกิจหมุนเหตุสลับแก่ขาดเคิ่งที่ดินธนาคารเชื้อโรค 
INT00011153,CUS0003674,,,Internet Banking,Advisory,2025-11-02T08:47:00,808,ก้างน้ำหวานผีกกล้ายันดีผัก 
INT00011154,CUS0002800,EMP00303,,Call Center,Transaction,2025-12-27T18:07:00,1042,ลงมือกูเกิลเนื่องจากศิษย์ปากดึกหาม้ายผลเสียบหยัก 
INT00011155,CUS0009559,EMP00232,,Call Center,Transaction,2025-04-27T05:57:00,585,เชื้อโรคเจ็บไข้ข้าวหมูแดงกิ่งไม้แม้ 
INT00011156,CUS0006970,EMP00020,BR0041,Branch,Transaction,2026-01-26T21:52:00,1467,ปีสนองเข้ารหัสสดชื่นเตียนจ๋าเช้า 
INT00011157,CUS0006177,EMP00073,,Call Center,Inquiry,2025-12-05T12:08:00,312,ใหม่ทดลองสบายตะแกรงตื่นบัดนี้อัศจรรย์กะเพราดองพับ 
INT00011158,CUS0004491,EMP00320,,Call Center,Transaction,2025-08-24T15:52:00,1715,รสชาติออนซอนเด๊คาวเคยที่แคะฝากความเสรีภาพทหารเนื้อ 
