ticket_id,customer_id,assigned_employee_id,category,channel,priority,status,opened_at,closed_at,subject,csat_score
TCK0000931,CUS0001423,EMP00158,Mobile banking issue,LINE OA,Critical,Closed,2024-01-18T16:40:00,2024-01-26T13:40:00,[Fee inquiry] ชูกะเพราแม้ซ่อมเบิ่งธนาคาร ,5.0
TCK0000932,CUS0006505,EMP00261,ATM dispute,Call Center,Medium,Closed,2025-05-21T16:19:00,2025-05-23T05:19:00,[PromptPay issue] ดอกไม้กิจกรรมยูทูบหล่นกีฬาชาวเยอะ ,1.0
TCK0000933,CUS0005873,EMP00391,Fee inquiry,Branch,Medium,In Progress,2024-03-24T10:14:00,,[Fraud report] เย็นทดลองท้องฟ้าบอกใบ้ทำสวนชุมนุม ,
TCK0000934,CUS0008049,EMP00153,Fraud report,Branch,High,Resolved,2025-04-18T16:43:00,2025-04-22T20:43:00,[ATM dispute] สีอินเทอร์เน็ตบริโภคสดโรงสีทำสวนนักเรียน ,1.0
TCK0000935,CUS0007394,EMP00484,PromptPay issue,Branch,High,Closed,2024-06-10T03:21:00,2024-06-18T03:21:00,[ATM dispute] ไหนน้องทหารตรวจ ,3.0
TCK0000936,CUS0005708,EMP00272,Card lost/stolen,LINE OA,Critical,Closed,2024-08-29T15:27:00,2024-09-07T23:27:00,[Mobile banking issue] ดองตัวเมียตรวจเยอะ ,4.0
TCK0000937,CUS0007118,EMP00039,Mobile banking issue,Branch,Critical,Resolved,2025-08-06T10:59:00,2025-08-14T20:59:00,[Mobile banking issue] แพ้กล้าทวิตเตอร์แต่งแปรง ,2.0
TCK0000938,CUS0006350,EMP00003,Card lost/stolen,Email,Medium,Resolved,2025-01-09T22:22:00,2025-01-19T07:22:00,[Statement request] แมลงทวดตัวเมียข้าวดำสหภาพ ,
TCK0000939,CUS0002901,EMP00367,PromptPay issue,LINE OA,Low,Resolved,2025-01-07T16:09:00,2025-01-16T15:09:00,[Loan inquiry] นุ่นเคเอฟซีอดอบอุ่น ,3.0
TCK0000940,CUS0001152,EMP00338,Account closure,Email,Medium,Resolved,2024-02-14T07:16:00,2024-02-21T07:16:00,[Fee inquiry] ชะนีพนมมือหาบทรัพย์สินสถานีทหารพักผ่อน ,1.0
TCK0000941,CUS0000267,EMP00442,Fraud report,Mobile App,Medium,In Progress,2025-04-01T04:10:00,,[Card lost/stolen] เงาน้ำเย็นสบายจัดเผื่อเชื่อม ,
TCK0000942,CUS0007177,EMP00196,Loan inquiry,Mobile App,Medium,Closed,2026-02-17T01:34:00,2026-02-24T12:34:00,[Mobile banking issue] แสงกว้างเทเลแกรม ,1.0
TCK0000943,CUS0002362,EMP00318,Card lost/stolen,LINE OA,Low,Resolved,2024-08-28T14:49:00,2024-09-02T14:49:00,[Account closure] ร่มรื่นงมดาวเทียมห้องเรียนถกเถียงทวดรถทัวร์ ,2.0
TCK0000944,CUS0004374,EMP00235,Fraud report,LINE OA,Low,Resolved,2024-01-18T01:57:00,2024-01-24T08:57:00,[Statement request] เกาหลีคั่วมะเขือเทศข้าง ,2.0
TCK0000945,CUS0007724,EMP00049,Loan inquiry,Email,Critical,In Progress,2025-05-02T00:36:00,,[PromptPay issue] ร่มรื่นลงมือเสรีภาพบูดถกเถียง ,
TCK0000946,CUS0002773,EMP00102,Statement request,Branch,High,Closed,2024-01-01T07:56:00,2024-01-03T17:56:00,[Card lost/stolen] สมองเบียร์ขนมหน้ากาก ,
TCK0000947,CUS0002914,EMP00358,Fee inquiry,Call Center,Low,Resolved,2025-09-07T00:45:00,2025-09-11T16:45:00,[Statement request] เลือกคมนาคมเช้าชุดนอนที่ดินรัฐบาล ,5.0
TCK0000948,CUS0002722,EMP00112,Branch service complaint,Mobile App,High,In Progress,2024-06-02T16:19:00,,[Account closure] ไต้รัฐบาลสีแดงบัดนี้ ,
TCK0000949,CUS0008590,EMP00392,Fee inquiry,LINE OA,Low,Resolved,2024-05-13T16:21:00,2024-05-23T04:21:00,[Mobile banking issue] ตอกสารวัตรห้าง ,1.0
TCK0000950,CUS0006572,EMP00484,ATM dispute,Call Center,High,Resolved,2025-02-15T14:23:00,2025-02-22T12:23:00,[Fraud report] แจ่มใสดอกไม้ทุ่มตะปูลูกขนมชั้นลูกตาผิด ,2.0
TCK0000951,CUS0008871,EMP00028,Card lost/stolen,LINE OA,Low,Resolved,2026-01-26T14:41:00,2026-02-05T08:41:00,[Fraud report] น้องวาดอินเทอร์เน็ตสนองหุ้มเริ่ม ,
TCK0000952,CUS0000073,EMP00064,Fee inquiry,Email,Critical,Closed,2024-12-17T00:37:00,2024-12-23T04:37:00,[ATM dispute] ชูปี่หยอกงมฤดูอบอุ่น ,5.0
TCK0000953,CUS0001176,EMP00261,Card lost/stolen,Branch,High,In Progress,2024-10-02T02:46:00,,[Branch service complaint] ขนมชั้นสลับตัวอย่างคนตายหอย ,
TCK0000954,CUS0007811,EMP00072,Account closure,Email,Critical,Resolved,2024-03-06T19:14:00,2024-03-14T08:14:00,[Mobile banking issue] เหตุกล่องเฉยหน้ากาก ,
TCK0000955,CUS0000956,EMP00225,ATM dispute,LINE OA,Low,Closed,2025-10-05T07:24:00,2025-10-10T13:24:00,[Card lost/stolen] กรรมการหายเคยได้แก่ ,4.0
TCK0000956,CUS0005596,EMP00028,Fraud report,LINE OA,Medium,Resolved,2024-01-22T05:26:00,2024-01-27T01:26:00,[Account closure] ตีนธนาคารวังขนมชั้นงม ,
TCK0000957,CUS0008182,EMP00080,Branch service complaint,Call Center,Medium,Closed,2025-06-15T23:05:00,2025-06-21T06:05:00,[PromptPay issue] ตั้งแต่ร่างกายย่อกีฬา ,4.0
TCK0000958,CUS0007961,EMP00137,ATM dispute,Mobile App,Medium,Resolved,2024-05-12T11:47:00,2024-05-15T23:47:00,[Fee inquiry] ถางแข่งขันอดเยอะเจ็บไข้เช้าธนาคารกล่าว ,4.0
TCK0000959,CUS0001556,EMP00177,Branch service complaint,Call Center,Critical,Closed,2024-04-11T07:18:00,2024-04-13T21:18:00,[Account closure] เสรีนิยมถางกะละมังอายุเทเลแกรม ,1.0
TCK0000960,CUS0003763,EMP00063,Card lost/stolen,Branch,High,Resolved,2026-04-29T16:46:00,2026-05-04T13:46:00,[Account closure] สหกรณ์ฤดูเยาวชนกับขนมชั้น ,
TCK0000961,CUS0009672,EMP00061,Statement request,LINE OA,Medium,In Progress,2026-01-21T03:17:00,,[ATM dispute] กูเกิลหล่นตำลึงซี่สีแดงตับ ,
TCK0000962,CUS0004144,EMP00046,Fraud report,Email,Critical,Resolved,2024-05-27T17:50:00,2024-06-05T04:50:00,[ATM dispute] ระเบียงชนิดที่ดินแสง ,2.0
TCK0000963,CUS0008680,EMP00348,Mobile banking issue,Email,Medium,Closed,2024-03-03T03:36:00,2024-03-11T16:36:00,[Loan inquiry] อินสตาแกรมรากตู่อุปโภค ,4.0
TCK0000964,CUS0000985,EMP00467,Card lost/stolen,Mobile App,High,Escalated,2025-01-06T16:31:00,,[Branch service complaint] ผีกเศษอาหารฤดูเฟซบุ๊กขี่คลานตับ ,
TCK0000965,CUS0006722,EMP00328,ATM dispute,LINE OA,Low,Resolved,2024-05-11T11:36:00,2024-05-14T23:36:00,[Mobile banking issue] สำหรับทำสวนตกลงแอนดรอยด์หนุนทวิตเตอร์ ,5.0
TCK0000966,CUS0003413,EMP00094,Fraud report,Branch,Medium,Open,2025-11-22T17:44:00,,[ATM dispute] ที่ดินร่มรื่นแกโผล่ ,
TCK0000967,CUS0005173,EMP00072,Statement request,Mobile App,Critical,Closed,2026-02-23T07:17:00,2026-03-02T05:17:00,[PromptPay issue] บริษัทโตกรดไหลย้อนหยอกกะเพราชนิดศาลากลางโตย ,
TCK0000968,CUS0009473,EMP00145,Loan inquiry,Email,High,Resolved,2025-06-13T13:06:00,2025-06-18T21:06:00,[Mobile banking issue] จ๋าแข่งขันรถถังอัศจรรย์ ,4.0
TCK0000969,CUS0009449,EMP00495,Card lost/stolen,Call Center,Low,Resolved,2026-01-31T17:44:00,2026-02-03T06:44:00,[ATM dispute] ชิงไค้หันหมุนขัด ,3.0
TCK0000970,CUS0004008,EMP00466,Loan inquiry,Call Center,Critical,Closed,2025-10-14T12:04:00,2025-10-17T05:04:00,[Branch service complaint] พับกินบัดนี้แข็ง ,4.0
TCK0000971,CUS0000878,EMP00084,Card lost/stolen,Email,Low,Resolved,2025-04-05T11:08:00,2025-04-15T08:08:00,[ATM dispute] น้ำหวานแรงงานสดชื่นการ ,5.0
TCK0000972,CUS0006796,EMP00211,Branch service complaint,Call Center,High,Closed,2026-04-01T00:17:00,2026-04-09T05:17:00,[Mobile banking issue] สีแดงทั่วเคเอฟซีแม่เอิดร่มรื่น ,3.0
TCK0000973,CUS0005919,EMP00193,Fee inquiry,Branch,Critical,Resolved,2024-08-26T18:31:00,2024-09-01T13:31:00,[Loan inquiry] พ่อตู้แรงงานชนิดอธิษฐาน ,2.0
TCK0000974,CUS0006572,EMP00389,Mobile banking issue,Call Center,Critical,Closed,2025-02-23T16:30:00,2025-03-05T05:30:00,[Account closure] ประชาธิปไตยชนิดเยอะโดยเคารพบัดนี้ ,1.0
TCK0000975,CUS0008863,EMP00072,Mobile banking issue,Branch,Critical,Resolved,2024-07-07T02:32:00,2024-07-13T21:32:00,[PromptPay issue] ตื่นรังแกปีผลโก๋แก่ชาวนาพนมมือ ,4.0
TCK0000976,CUS0004372,EMP00215,Card lost/stolen,Call Center,Low,Resolved,2025-02-05T08:30:00,2025-02-09T15:30:00,[Statement request] เงาหุ้มทำสวน ,4.0
TCK0000977,CUS0007126,EMP00400,PromptPay issue,Mobile App,High,Resolved,2025-01-21T14:36:00,2025-01-23T19:36:00,[Mobile banking issue] เดี่ยวหาม้ายน้องตะแกรงชาวนาบริษัทไค้หัน ,5.0
TCK0000978,CUS0006149,EMP00205,Mobile banking issue,Mobile App,Medium,In Progress,2026-03-22T06:57:00,,[Loan inquiry] ตู่หล่นผลิตถาง ,
TCK0000979,CUS0000641,EMP00140,Fee inquiry,Branch,Low,Closed,2025-04-10T20:00:00,2025-04-17T17:00:00,[Mobile banking issue] เบียร์สมองหมัด ,3.0
TCK0000980,CUS0005846,EMP00120,Card lost/stolen,LINE OA,High,Resolved,2025-05-16T08:49:00,2025-05-19T03:49:00,[ATM dispute] กบเลี้ยวหน้ากาก ,2.0
TCK0000981,CUS0001478,EMP00410,Statement request,Call Center,Medium,Resolved,2024-07-27T06:33:00,2024-08-03T22:33:00,[PromptPay issue] หน้าที่ธาตุหรือเพลงสบาย ,
TCK0000982,CUS0005758,EMP00486,Branch service complaint,Call Center,Medium,Resolved,2024-10-22T22:37:00,2024-10-29T07:37:00,[PromptPay issue] ไชโยเฟซบุ๊กหนูรถทัวร์ ,3.0
TCK0000983,CUS0002388,EMP00489,Mobile banking issue,Mobile App,Critical,Closed,2025-12-22T13:04:00,2025-12-22T21:04:00,[Fraud report] เพียงหายหลบและหลบใหม่ต่อ ,1.0
TCK0000984,CUS0007246,EMP00328,Fee inquiry,Email,Critical,Closed,2025-12-05T11:12:00,2025-12-12T12:12:00,[PromptPay issue] เล่มแข้งโควิด ,4.0
TCK0000985,CUS0003215,EMP00058,PromptPay issue,Call Center,Low,Open,2026-04-06T15:55:00,,[Branch service complaint] คลานคะแนนกับยัน ,
TCK0000986,CUS0004197,EMP00172,Statement request,Branch,Low,Open,2024-10-18T05:10:00,,[Account closure] ชูคอมมิวนิสต์ควรแอนดรอยด์ปูหลบตับ ,
TCK0000987,CUS0007324,EMP00347,Fee inquiry,Mobile App,Medium,Closed,2024-01-17T17:01:00,2024-01-20T15:01:00,[Fee inquiry] แถบเมล็ดเผื่อสมาคมแซงแม่นิ่ม ,
TCK0000988,CUS0004753,EMP00454,PromptPay issue,LINE OA,Critical,Closed,2024-05-16T02:14:00,2024-05-21T02:14:00,[Statement request] บอกสำหรับปิ่นโตดี ,4.0
TCK0000989,CUS0006817,EMP00231,Fraud report,Branch,High,Resolved,2025-06-27T19:14:00,2025-07-06T15:14:00,[Fraud report] เนื่องจากหม้อโตเมล็ดเปลืองดังนี้เงาผู้ร้าย ,
TCK0000990,CUS0009600,EMP00131,Loan inquiry,Mobile App,Low,Open,2024-12-23T22:44:00,,[PromptPay issue] ทำสวนรากทำสวนหยอกเพราะทุ่มเกม ,
TCK0000991,CUS0002378,EMP00180,Branch service complaint,Email,Critical,Resolved,2024-12-06T02:14:00,2024-12-11T07:14:00,[Loan inquiry] อวัยวะทั่วเชื้อโรคสารวัตร ,3.0
TCK0000992,CUS0007138,EMP00210,PromptPay issue,Branch,Critical,Open,2024-01-20T01:36:00,,[Loan inquiry] กรรมการห่วงใยตรวจ ,
TCK0000993,CUS0006231,EMP00179,Loan inquiry,Call Center,High,Open,2025-04-23T12:36:00,,[Card lost/stolen] น้องหม้อแข็งความนุ่นโผล่ดู ,
TCK0000994,CUS0005026,EMP00206,PromptPay issue,Call Center,Critical,In Progress,2025-11-06T01:51:00,,[Loan inquiry] ทวิตเตอร์เสรีภาพของหวานอ่อนหวาน ,
TCK0000995,CUS0006956,EMP00102,Mobile banking issue,Branch,Low,Open,2025-01-18T16:08:00,,[PromptPay issue] หลบพักผ่อนไอโอเอสสำหรับปกครองอินสตาแกรมบูชาเป้า ,
TCK0000996,CUS0002509,EMP00305,Fraud report,LINE OA,Medium,Resolved,2024-04-11T23:12:00,2024-04-15T06:12:00,[Loan inquiry] ย่อครูคบใจรัฐประหารค่อยเมาะ ,
TCK0000997,CUS0006385,EMP00479,Fee inquiry,Email,Low,Resolved,2024-04-25T14:31:00,2024-04-26T13:31:00,[Card lost/stolen] เล่มกำห่วงใยยาวาดวิชาชีพ ,
TCK0000998,CUS0001376,EMP00060,Branch service complaint,Branch,High,Resolved,2026-04-14T21:00:00,2026-04-19T02:00:00,[Loan inquiry] ตอใดแต่น้ำหวานร้อนพับกำไรถีบ ,
TCK0000999,CUS0004145,EMP00224,PromptPay issue,Mobile App,Medium,Resolved,2025-11-04T05:37:00,2025-11-09T16:37:00,[PromptPay issue] เขยื้อนซอยแคะ ,1.0
TCK0001000,CUS0000816,EMP00115,Mobile banking issue,Mobile App,Medium,Resolved,2024-01-03T17:31:00,2024-01-06T13:31:00,[Loan inquiry] ขนมประชาธิปไตยบัดนี้หยอกด้วยทรัพย์สินทหาร ,1.0
TCK0001001,CUS0009331,EMP00239,Fee inquiry,Branch,Critical,Closed,2024-11-08T06:52:00,2024-11-09T15:52:00,[Mobile banking issue] เนื้อหาบแจ่มใสขัดแอนดรอยด์เหตุอินสตาแกรม ,2.0
TCK0001002,CUS0000585,EMP00363,Card lost/stolen,Mobile App,Low,Resolved,2024-10-20T04:21:00,2024-10-26T20:21:00,[Fee inquiry] เมตตาเศษแรกเป็นกระจายยูทูบ ,
TCK0001003,CUS0006969,EMP00356,Branch service complaint,Mobile App,Low,Closed,2025-02-04T21:35:00,2025-02-13T02:35:00,[ATM dispute] เสรีภาพกระถางกตัญญูกลาง ,5.0
TCK0001004,CUS0005531,EMP00332,Account closure,LINE OA,High,Closed,2024-12-13T04:13:00,2024-12-18T16:13:00,[Loan inquiry] เคเอฟซีหรือหยักวิกิพีเดียนั่ง ,
TCK0001005,CUS0002281,EMP00354,Branch service complaint,Mobile App,Critical,In Progress,2026-01-23T20:32:00,,[PromptPay issue] เยอะแคะการหลงแต่งสม่ำเสมอเขยื้อนกลางคืน ,
TCK0001006,CUS0009961,EMP00077,Card lost/stolen,Email,High,In Progress,2024-01-08T18:18:00,,[Account closure] การขนมชั้นเชื้อโรคขันน้ำ ,
TCK0001007,CUS0007436,EMP00260,Statement request,Call Center,Critical,Closed,2025-12-11T16:10:00,2025-12-18T06:10:00,[Mobile banking issue] หลบแก่กระถาง ,1.0
TCK0001008,CUS0002320,EMP00050,Account closure,Mobile App,Medium,Resolved,2024-08-04T04:20:00,2024-08-12T17:20:00,[Branch service complaint] รัฐประหารรัฐบาลวิ่งปียันกับธนาคาร ,3.0
TCK0001009,CUS0004720,EMP00451,Account closure,Mobile App,Critical,Open,2025-08-24T20:12:00,,[Branch service complaint] ผลิตเสรีนิยมหายเขยิบ ,
TCK0001010,CUS0000353,EMP00082,ATM dispute,Branch,Low,Resolved,2025-08-20T21:12:00,2025-08-25T14:12:00,[Mobile banking issue] ชุมนุมดองเยอะ ,3.0
TCK0001011,CUS0009380,EMP00241,Card lost/stolen,Branch,High,In Progress,2025-02-28T09:49:00,,[ATM dispute] รู้จักแก้วรถทัวร์ผลิตสีแดงดีบอกใบ้ ,
